Run Date,Symbol,Company,Sector,Industry,Total Score,Tech Score,Fund Score,Grade,Flags,Close (₹),Day Change %,EMA 20,EMA 50,EMA 200,EMA Stack ✓,Supertrend,% from 52W High,RSI (14),MACD,MACD Signal,MACD Histogram,MACD Cross ✓,ADX,Volume,20D Avg Volume,Volume Ratio,Market Cap (Cr),P/E Ratio,Forward P/E,ROE %,Debt/Equity,Revenue Growth %,Earnings Growth %,Price/Book,Dividend Yield %,Current Ratio,Screener Link,TradingView Link
2026-06-25,LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,58.2,37.0,21.2,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,4181.7,0.06,4083.33,4003.57,3866.42,✓,Buy,95.1,62.96,67.7394,50.8247,16.9147,,20.65,1367416,1949637,0.7,580037.0,36.009907,22.983355,16.95,97.64,11.7,-34.5,5.307186,91.0,1.251,https://www.screener.in/company/LT/,https://www.tradingview.com/chart/?symbol=NSE:LT
2026-06-25,GABRIEL,Gabriel India Limited,Consumer Cyclical,Auto Parts,58.2,34.6,23.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack,1241.5,1.98,1127.75,1075.9,1000.29,✓,Buy,89.61,67.41,41.5205,22.5816,18.9389,,26.77,315307,512315,0.62,21785.0,70.19988,34.176083,19.58,10.642,12.7,3.3,12.919907,39.0,1.664,https://www.screener.in/company/GABRIEL/,https://www.tradingview.com/chart/?symbol=NSE:GABRIEL
2026-06-25,HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,57.599999999999994,23.8,33.8,C,✅ Supertrend Buy | 📉 Tight Base | 💎 High ROE | 🏦 Zero Debt | 👤 High Promoter,4368.9,-2.92,4357.58,4320.88,4344.88,✗,Buy,87.27,51.22,23.2418,0.1213,23.1204,,20.29,975559,1033119,0.94,292168.0,32.04974,26.173256,23.98,0.027,1.8,5.5,7.119217,114.0,2.614,https://www.screener.in/company/HAL/,https://www.tradingview.com/chart/?symbol=NSE:HAL
2026-06-25,DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,57.3,37.0,20.3,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 📉 Tight Base | 👤 High Promoter,4336.0,-1.3,4219.12,4207.21,4129.72,✓,Buy,87.6,59.58,30.384,-8.9504,39.3344,,25.31,307333,582091,0.53,280114.0,94.32462,60.474457,12.94,9.913,18.9,19.6,11.4233885,0.0,1.977,https://www.screener.in/company/DMART/,https://www.tradingview.com/chart/?symbol=NSE:DMART
2026-06-25,AEGISLOG,AEGISLOG,Energy,Oil & Gas Refining & Marketing,56.900000000000006,32.2,24.7,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High,1062.9,0.68,916.6,811.22,744.04,✓,Buy,97.2,84.8,89.7183,72.1015,17.6169,,57.6,940383,5365244,0.18,40037.0,44.52186,32.652386,15.26,47.243,52.2,45.8,6.7355785,76.0,1.707,https://www.screener.in/company/AEGISLOG/,https://www.tradingview.com/chart/?symbol=NSE:AEGISLOG
2026-06-25,EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,56.800000000000004,32.2,24.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,7572.0,-0.08,7398.94,7278.36,6988.56,✓,Buy,92.0,61.5,124.0465,94.0245,30.022,,15.95,324328,490833,0.66,208563.0,37.865044,28.619123,23.77,2.048,19.1,11.5,8.303553,92.0,1.902,https://www.screener.in/company/EICHERMOT/,https://www.tradingview.com/chart/?symbol=NSE:EICHERMOT
2026-06-25,BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,56.800000000000004,32.2,24.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 📉 Tight Base,279.9,0.76,272.82,268.42,264.41,✓,Buy,88.77,59.67,5.6374,4.5753,1.0621,,17.04,9376653,14140665,0.66,144359.0,7.275215,6.4826007,12.74,,-7.6,7.1,0.87032026,304.0,,https://www.screener.in/company/BANKBARODA/,https://www.tradingview.com/chart/?symbol=NSE:BANKBARODA
2026-06-25,RATEGAIN,RateGain Travel Technologies Limited,Technology,Software - Application,56.8,37.8,19.0,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High,860.2,1.57,804.44,722.34,621.85,✓,Buy,95.41,68.32,50.9442,49.8165,1.1277,,58.67,271456,594932,0.46,9953.0,51.18381,25.418846,10.54,47.296,174.5,27.1,4.951221,0.0,1.412,https://www.screener.in/company/RATEGAIN/,https://www.tradingview.com/chart/?symbol=NSE:RATEGAIN
2026-06-25,AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,56.7,37.6,19.1,C,📤 20D Breakout | ✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,1384.5,1.54,1331.0,1308.06,1266.86,✓,Buy,97.62,70.11,24.3593,18.016,6.3433,,21.32,8343829,7110459,1.17,428399.0,16.307875,11.519647,13.15,,-11.2,6.4,1.9898341,7.0,,https://www.screener.in/company/AXISBANK/,https://www.tradingview.com/chart/?symbol=NSE:AXISBANK
2026-06-25,PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,56.6,37.6,19.0,C,📤 20D Breakout | ✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,1912.3,3.28,1818.17,1776.98,1705.98,✓,Buy,95.95,66.93,34.5278,22.5664,11.9614,,21.55,619110,524609,1.18,68116.0,54.41714,36.863987,11.06,37.211,33.7,50.0,6.197711,13.0,0.87,https://www.screener.in/company/PHOENIXLTD/,https://www.tradingview.com/chart/?symbol=NSE:PHOENIXLTD
2026-06-25,THERMAX,Thermax Limited,Industrials,Conglomerates,56.599999999999994,35.4,21.2,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,4757.4,-0.89,4708.09,4427.43,3698.95,✓,Buy,93.74,55.04,87.5944,108.8206,-21.2262,,48.01,116873,287677,0.41,54396.0,75.74588,50.03043,13.69,42.166,11.1,18.7,9.803416,29.0,1.221,https://www.screener.in/company/THERMAX/,https://www.tradingview.com/chart/?symbol=NSE:THERMAX
2026-06-25,SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components,56.300000000000004,35.2,21.1,C,📤 20D Breakout | ✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,1424.7,3.77,1259.15,1128.05,891.6,✓,Buy,99.42,82.31,84.7662,75.3449,9.4214,,57.51,1349577,1351461,1.0,27748.0,84.985245,50.297527,14.14,13.045,58.4,43.7,9.62753,11.0,1.7,https://www.screener.in/company/SYRMA/,https://www.tradingview.com/chart/?symbol=NSE:SYRMA
2026-06-25,BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,55.7,19.2,36.5,C,📈 EMA Bull Stack | 📉 Tight Base | 💎 High ROE | 🏦 Zero Debt,3886.6,-1.4,3999.84,3834.34,3158.02,✓,Sell,87.4,44.8,13.9418,41.1592,-27.2174,,20.57,2837953,3746876,0.76,157257.0,64.277885,39.083836,36.0,0.0,105.1,64.0,20.00093,26.0,1.53,https://www.screener.in/company/BSE/,https://www.tradingview.com/chart/?symbol=NSE:BSE
2026-06-25,BANDHANBNK,Bandhan Bank Limited,Financial Services,Banks - Regional,55.400000000000006,34.6,20.8,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,211.76,2.24,206.48,197.28,175.65,✓,Buy,97.08,58.02,3.8069,4.1383,-0.3313,,21.61,10287087,8111210,1.27,32505.0,26.617414,9.336038,4.88,,119.3,68.0,1.2692181,72.0,,https://www.screener.in/company/BANDHANBNK/,https://www.tradingview.com/chart/?symbol=NSE:BANDHANBNK
2026-06-25,ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,55.1,33.0,22.1,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,2667.5,0.24,2664.87,2587.54,2508.01,✓,Buy,90.12,53.82,32.0601,42.8889,-10.8288,,35.39,1264476,1392224,0.91,253581.0,58.677902,45.154217,20.89,17.847,10.6,69.2,11.872158,103.0,2.209,https://www.screener.in/company/ASIANPAINT/,https://www.tradingview.com/chart/?symbol=NSE:ASIANPAINT
2026-06-25,GRANULES,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,55.1,33.0,22.1,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,770.85,-2.18,767.18,735.85,630.5,✓,Buy,95.84,53.67,9.3477,10.8381,-1.4904,,32.11,836693,921479,0.91,18937.0,31.268412,19.620026,13.52,29.735,22.8,31.3,3.680763,23.0,1.801,https://www.screener.in/company/GRANULES/,https://www.tradingview.com/chart/?symbol=NSE:GRANULES
2026-06-25,FILATEX,Filatex India Limited,Consumer Cyclical,Textile Manufacturing,54.4,37.8,16.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack,53.74,0.62,51.19,48.0,47.62,✓,Buy,81.3,64.67,2.459,2.348,0.111,,33.85,643656,1649715,0.39,2341.0,12.765133,3.9668925,,9.979,-1.8,17.0,2.4334178,62.0,,https://www.screener.in/company/FILATEX/,https://www.tradingview.com/chart/?symbol=NSE:FILATEX
2026-06-25,ANGELONE,Angel One Limited,Financial Services,Capital Markets,53.400000000000006,29.8,23.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,340.65,-0.42,340.25,322.25,278.9,✓,Buy,94.51,52.86,7.1102,7.9516,-0.8414,,21.36,4035048,6416228,0.63,30620.0,34.07012,19.2772,15.53,129.314,33.5,82.7,4.991439,205.0,1.324,https://www.screener.in/company/ANGELONE/,https://www.tradingview.com/chart/?symbol=NSE:ANGELONE
2026-06-25,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,53.2,26.6,26.6,C,🔥 VCP Breakout | ✅ Supertrend Buy | 🏆 Near 52W High | 🎯 VCP Pattern | 📉 Tight Base,1792.9,3.88,1625.15,1588.39,1597.34,✗,Buy,97.97,73.6,52.5006,25.6317,26.8689,,26.26,2368949,1736650,1.36,153397.0,29.08503,18.528011,19.33,693.261,24.1,29.1,5.0275803,8.0,93.304,https://www.screener.in/company/CHOLAFIN/,https://www.tradingview.com/chart/?symbol=NSE:CHOLAFIN
2026-06-25,CAMS,Computer Age Management Services Limited,Technology,Information Technology Services,52.800000000000004,32.2,20.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,797.2,-1.78,786.73,767.27,745.41,✓,Buy,92.6,54.62,12.6341,8.0965,4.5376,,16.8,1263909,1090177,1.16,19814.0,41.730267,30.788454,38.69,4.863,11.0,10.7,14.987046,157.0,3.426,https://www.screener.in/company/CAMS/,https://www.tradingview.com/chart/?symbol=NSE:CAMS
2026-06-25,INDIGRID,Indigrid Infrastructure Trust,Unknown,Unknown,52.8,32.0,20.8,C,📤 20D Breakout | ✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,176.44,1.33,172.32,170.0,161.03,✓,Buy,99.97,73.43,1.2509,0.9797,0.2712,,20.68,756651,656775,1.15,13342.0,30.647701,16.813925,,,,,2.197054,0.0,,https://www.screener.in/company/INDIGRID/,https://www.tradingview.com/chart/?symbol=NSE:INDIGRID
2026-06-25,THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research,52.8,27.4,25.4,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,555.8,-0.47,522.36,483.93,428.34,✓,Buy,96.68,72.02,20.6798,20.7404,-0.0606,,51.5,338591,434632,0.78,8232.0,50.55719,37.04871,28.75,8.65,19.7,116.3,15.391026,294.0,3.387,https://www.screener.in/company/THYROCARE/,https://www.tradingview.com/chart/?symbol=NSE:THYROCARE
2026-06-25,SBIN,State Bank of India,Financial Services,Banks - Regional,52.6,25.0,27.6,C,✅ Supertrend Buy | 📉 Tight Base,1034.6,1.02,1011.09,1011.42,978.1,✗,Buy,85.3,60.71,11.8882,6.4584,5.4298,,16.42,11724076,13747829,0.85,964969.0,11.4690075,10.231371,15.48,,7.1,-3.1,1.6187199,168.0,,https://www.screener.in/company/SBIN/,https://www.tradingview.com/chart/?symbol=NSE:SBIN
2026-06-25,RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,52.4,37.8,14.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,3757.7,1.04,3598.46,3431.46,3099.87,✓,Buy,98.73,67.96,87.1499,70.2325,16.9174,,35.6,139138,295132,0.47,51293.0,84.93679,53.048965,,20.939,19.5,62.1,15.457764,15.0,,https://www.screener.in/company/RADICO/,https://www.tradingview.com/chart/?symbol=NSE:RADICO
2026-06-25,MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,52.4,25.0,27.4,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,819.45,-0.19,815.67,806.63,767.86,✓,Buy,96.54,53.13,1.2653,1.4323,-0.167,,18.68,1685066,1961336,0.86,107014.0,60.720585,43.717453,41.39,12.394,22.1,14.5,25.229134,49.0,1.31,https://www.screener.in/company/MARICO/,https://www.tradingview.com/chart/?symbol=NSE:MARICO
2026-06-25,HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,52.1,26.8,25.3,C,📤 20D Breakout | ✅ Supertrend Buy | 📉 Tight Base | 💎 High ROE,412.9,4.07,392.49,388.1,403.59,✗,Buy,81.21,62.11,5.1282,3.4757,1.6525,,13.03,7705798,6149266,1.25,87081.0,4.8254924,7.478546,30.93,85.369,4.9,77.5,1.328557,842.0,0.642,https://www.screener.in/company/HINDPETRO/,https://www.tradingview.com/chart/?symbol=NSE:HINDPETRO
2026-06-25,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,52.099999999999994,27.4,24.7,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,4504.4,-0.21,4455.89,4380.89,4042.23,✓,Buy,95.77,56.12,30.4173,33.7577,-3.3404,,14.68,263526,583699,0.45,152849.0,70.60976,47.659393,16.99,85.446,41.8,-21.7,18.22136,84.0,1.126,https://www.screener.in/company/TORNTPHARM/,https://www.tradingview.com/chart/?symbol=NSE:TORNTPHARM
2026-06-25,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,52.0,29.8,22.2,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 🎯 VCP Pattern | 📉 Tight Base,1874.4,0.34,1826.33,1806.05,1752.59,✓,Buy,97.8,67.32,12.4026,4.4017,8.0009,,18.12,1406231,2560294,0.55,446948.0,38.970715,28.804716,14.72,5.517,12.8,25.6,5.353674,85.0,2.824,https://www.screener.in/company/SUNPHARMA/,https://www.tradingview.com/chart/?symbol=NSE:SUNPHARMA
2026-06-25,KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,51.8,37.0,14.8,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,797.2,-1.26,780.59,748.23,701.13,✓,Buy,97.46,57.87,16.7389,16.4715,0.2675,,26.57,419114,707918,0.59,31825.0,131.24586,46.380337,9.72,166.226,34.8,-58.3,14.189249,0.0,0.757,https://www.screener.in/company/KIMS/,https://www.tradingview.com/chart/?symbol=NSE:KIMS
2026-06-25,BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,51.8,37.0,14.8,C,📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,402.9,0.76,396.54,375.59,307.58,✓,Sell,94.82,55.25,5.0083,4.9387,0.0696,,24.88,9391640,11267617,0.83,140223.0,87.73421,31.08882,6.29,31.312,36.9,156.4,5.3572617,12.0,1.593,https://www.screener.in/company/BHEL/,https://www.tradingview.com/chart/?symbol=NSE:BHEL
2026-06-25,PFC,Power Finance Corporation Limited,Financial Services,Credit Services,51.8,29.8,22.0,C,📈 EMA Bull Stack | 📉 Tight Base | 💎 High ROE,437.1,1.44,431.12,431.06,408.09,✓,Sell,89.85,53.42,-0.4647,-2.3224,1.8577,,11.96,5505436,6366055,0.86,142779.0,5.511465,6.6440973,20.47,586.017,-15.4,10.8,1.0745677,361.0,287.366,https://www.screener.in/company/PFC/,https://www.tradingview.com/chart/?symbol=NSE:PFC
2026-06-25,TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,51.2,34.6,16.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,3170.5,-2.67,3162.19,3029.29,2859.98,✓,Buy,92.79,53.1,70.5536,69.7446,0.809,,13.78,481940,308633,1.56,59116.0,92.62966,40.210667,,27.724,20.7,-14.2,7.616891,16.0,,https://www.screener.in/company/TIINDIA/,https://www.tradingview.com/chart/?symbol=NSE:TIINDIA
2026-06-25,BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,51.0,26.8,24.2,C,📤 20D Breakout | ✅ Supertrend Buy | 📉 Tight Base,990.95,2.97,935.88,925.43,937.96,✗,Buy,89.88,68.3,16.3744,7.1688,9.2056,,21.21,9873777,10787070,0.92,609601.0,32.1232,19.815351,17.91,313.407,26.8,21.4,5.346509,54.0,7.201,https://www.screener.in/company/BAJFINANCE/,https://www.tradingview.com/chart/?symbol=NSE:BAJFINANCE
2026-06-25,COFORGE,Coforge Limited,Technology,Information Technology Services,51.0,26.2,24.8,C,✅ Supertrend Buy | 🎯 VCP Pattern | 📉 Tight Base,1497.9,1.13,1436.31,1382.75,1466.03,✗,Buy,75.46,62.87,35.3435,33.4091,1.9345,,20.22,2312701,3601987,0.64,66089.0,34.014584,21.846355,18.6,7.518,30.5,134.0,5.257375,107.0,1.609,https://www.screener.in/company/COFORGE/,https://www.tradingview.com/chart/?symbol=NSE:COFORGE
2026-06-25,ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,50.900000000000006,30.6,20.3,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 👤 High Promoter,719.4,0.47,716.78,677.7,618.94,✓,Buy,83.69,52.8,12.9047,18.7992,-5.8945,,33.41,1617910,7811257,0.21,79164.0,120.56952,,14.46,58.65,16.1,8.5,16.272917,3.0,0.638,https://www.screener.in/company/ATGL/,https://www.tradingview.com/chart/?symbol=NSE:ATGL
2026-06-25,AVALON,Avalon Technologies Limited,Technology,Electronic Components,50.900000000000006,29.8,21.1,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High,1748.3,-0.31,1638.16,1447.55,1135.22,✓,Buy,96.75,67.38,103.7936,107.4125,-3.619,,28.32,268397,349571,0.77,11690.0,104.3087,53.10188,16.94,29.503,40.0,69.0,16.201382,0.0,2.052,https://www.screener.in/company/AVALON/,https://www.tradingview.com/chart/?symbol=NSE:AVALON
2026-06-25,GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,50.9,37.0,13.9,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,174.93,0.63,171.01,166.14,165.49,✓,Buy,92.82,59.92,3.3389,3.0594,0.2794,,20.68,6006860,9090493,0.66,113650.0,14.991328,9.683035,8.69,27.809,-2.4,-40.3,1.2751848,715.0,0.849,https://www.screener.in/company/GAIL/,https://www.tradingview.com/chart/?symbol=NSE:GAIL
2026-06-25,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,50.9,35.4,15.5,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 🎯 VCP Pattern | 📉 Tight Base,144.58,0.68,142.67,136.04,120.8,✓,Buy,95.26,56.87,3.0463,3.6943,-0.6481,,38.62,11314629,20487316,0.55,159769.0,41.45082,23.166748,10.11,43.908,14.9,43.0,3.903211,35.0,1.06,https://www.screener.in/company/MOTHERSON/,https://www.tradingview.com/chart/?symbol=NSE:MOTHERSON
2026-06-25,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,50.7,25.0,25.7,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,1813.3,1.64,1802.36,1731.47,1553.18,✓,Buy,98.02,54.91,22.2938,29.2628,-6.9689,,17.54,2141905,2209543,0.97,413791.0,30.853806,23.178267,15.59,64.051,26.5,3.6,4.3121767,41.0,1.394,https://www.screener.in/company/ADANIPORTS/,https://www.tradingview.com/chart/?symbol=NSE:ADANIPORTS
2026-06-25,CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,50.3,16.8,33.5,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,5555.5,-3.14,5676.63,5457.67,4677.73,✓,Buy,91.07,46.35,75.4895,102.1512,-26.6617,,15.91,425435,471552,0.9,156396.0,66.37647,47.414085,29.45,0.431,21.9,22.7,18.452923,119.0,3.324,https://www.screener.in/company/CUMMINSIND/,https://www.tradingview.com/chart/?symbol=NSE:CUMMINSIND
2026-06-25,DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,49.5,40.2,9.3,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 📊 High Volume | 🏆 Near 52W High | 📉 Tight Base,1328.4,2.08,1288.13,1286.21,1264.53,✓,Buy,96.55,64.84,0.8687,-3.8053,4.674,,17.43,3346371,1480193,2.26,112458.0,26.269209,20.944445,11.83,20.328,-11.6,-86.2,2.982395,60.0,1.802,https://www.screener.in/company/DRREDDY/,https://www.tradingview.com/chart/?symbol=NSE:DRREDDY
2026-06-25,HFCL,HFCL Limited,Technology,Communication Equipment,49.0,37.8,11.2,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High,204.77,1.23,185.48,156.95,105.87,✓,Buy,93.04,68.04,14.6106,14.1412,0.4694,,53.94,22572686,39917025,0.57,32901.0,100.938965,41.346157,7.27,38.321,127.8,,6.4850845,5.0,1.991,https://www.screener.in/company/HFCL/,https://www.tradingview.com/chart/?symbol=NSE:HFCL
2026-06-25,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,48.6,29.0,19.6,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base,306.5,1.14,282.34,272.43,254.36,✓,Buy,98.95,74.95,9.5672,5.3444,4.2227,,28.46,8299206,8536218,0.97,86301.0,430.50003,109.90995,14.34,82.405,28.4,290.2,60.841915,0.0,1.156,https://www.screener.in/company/NYKAA/,https://www.tradingview.com/chart/?symbol=NSE:NYKAA
2026-06-25,JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,48.0,19.2,28.8,C,📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,1231.2,-0.89,1276.27,1266.45,1192.24,✓,Sell,92.71,36.56,-4.3021,2.225,-6.5271,,12.8,2339439,1428578,1.64,300466.0,13.493368,17.12832,27.26,94.155,14.2,991.8,3.0029519,58.0,1.491,https://www.screener.in/company/JSWSTEEL/,https://www.tradingview.com/chart/?symbol=NSE:JSWSTEEL
2026-06-25,HOMEFIRST,Home First Finance Company India Limited,Financial Services,Mortgage Finance,47.900000000000006,23.8,24.1,C,✅ Supertrend Buy | 📉 Tight Base,1163.5,3.49,1113.76,1100.97,1125.02,✗,Buy,76.95,60.68,15.9173,7.3995,8.5178,,17.66,294019,206139,1.43,12456.0,23.121845,15.548494,15.71,243.944,30.6,24.0,2.8538175,45.0,6.421,https://www.screener.in/company/HOMEFIRST/,https://www.tradingview.com/chart/?symbol=NSE:HOMEFIRST
2026-06-25,UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,47.8,27.7,20.1,C,✅ Supertrend Buy | 🏆 Near 52W High | 📉 Tight Base | 💎 High ROE,1359.1,1.6,1302.85,1300.0,1347.09,✗,Buy,91.75,64.31,14.9089,3.9859,10.9229,,17.47,1388539,832482,1.67,100738.0,57.56027,44.550903,20.03,4.611,0.8,28.0,10.982641,125.0,2.053,https://www.screener.in/company/UNITDSPR/,https://www.tradingview.com/chart/?symbol=NSE:UNITDSPR
2026-06-25,AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,47.7,23.8,23.9,C,✅ Supertrend Buy | 📉 Tight Base,1482.6,2.09,1400.37,1365.46,1438.07,✗,Buy,68.87,67.15,33.2998,18.1604,15.1394,,24.04,227838,233235,0.98,11813.0,18.138544,12.749627,13.92,310.553,19.2,18.3,2.336028,0.0,1603.958,https://www.screener.in/company/AAVAS/,https://www.tradingview.com/chart/?symbol=NSE:AAVAS
2026-06-25,LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,47.4,35.4,12.0,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,1454.2,-1.81,1394.95,1307.72,1085.01,✓,Buy,97.43,65.53,37.9056,38.9922,-1.0867,,32.89,2208134,1878756,1.18,78336.0,88.2532,60.435123,17.74,46.369,5.3,19.4,14.771349,17.0,1.328,https://www.screener.in/company/LAURUSLABS/,https://www.tradingview.com/chart/?symbol=NSE:LAURUSLABS
2026-06-25,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,47.4,27.4,20.0,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 At 52W High | 📉 Tight Base | 💎 High ROE,8573.5,1.01,8384.78,8145.87,7668.08,✓,Buy,99.41,66.88,116.2238,122.6033,-6.3795,,15.34,399731,390597,1.02,123540.0,63.428314,40.18542,21.5,85.146,18.1,35.6,13.028645,23.0,1.065,https://www.screener.in/company/APOLLOHOSP/,https://www.tradingview.com/chart/?symbol=NSE:APOLLOHOSP
2026-06-25,BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,47.1,15.6,31.5,C,✅ Supertrend Buy | 📉 Tight Base | 💎 High ROE,413.55,-1.54,417.4,421.57,413.09,✗,Buy,87.35,46.45,-0.2661,-2.1821,1.916,,24.8,9620759,12169623,0.79,297654.0,49.23821,35.838825,27.56,0.273,11.7,4.5,12.408203,105.0,1.976,https://www.screener.in/company/BEL/,https://www.tradingview.com/chart/?symbol=NSE:BEL
2026-06-25,NHPC,NHPC Limited,Utilities,Utilities - Renewable,47.099999999999994,27.7,19.4,C,✅ Supertrend Buy | 🏆 Near 52W High | 📉 Tight Base,79.31,1.81,76.42,77.24,78.47,✗,Buy,90.5,58.98,-0.1855,-0.885,0.6995,,20.73,35219620,48357916,0.73,79758.0,28.66426,12.40625,9.02,113.111,19.2,70.6,1.9295732,241.0,0.944,https://www.screener.in/company/NHPC/,https://www.tradingview.com/chart/?symbol=NSE:NHPC
2026-06-25,ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,46.7,35.4,11.3,C,✅ Supertrend Buy | 📈 EMA Bull Stack | 🏆 Near 52W High | 📉 Tight Base,1525.4,0.94,1476.56,1365.86,1131.92,✓,Buy,97.97,60.47,42.953,47.5893,-4.6363,,39.71,1932189,3113569,0.62,251376.0,158.80333,49.943874,7.58,346.548,14.3,209.8,13.031338,0.0,0.569,https://www.screener.in/company/ADANIGREEN/,https://www.tradingview.com/chart/?symbol=NSE:ADANIGREEN
